Mod:Item:MetaData, Localized Name
gregtech:machine:579, Elite Sifting Machine
gregtech:machine:580, Elite Sifting Machine II
gregtech:machine:581, Elite Sifting Machine III
gregtech:machine:582, Elite Sifting Machine IV
gregtech:machine:605, Basic Thermal Centrifuge
gregtech:machine:606, Advanced Thermal Centrifuge
gregtech:machine:607, Advanced Thermal Centrifuge II
gregtech:machine:608, Advanced Thermal Centrifuge III
gregtech:machine:609, Elite Thermal Centrifuge
gregtech:machine:610, Elite Thermal Centrifuge II
gregtech:machine:611, Elite Thermal Centrifuge III
gregtech:machine:612, Elite Thermal Centrifuge IV
gregtech:machine:620, Basic Wiremill
gregtech:machine:621, Advanced Wiremill
gregtech:machine:622, Advanced Wiremill II
gregtech:machine:623, Advanced Wiremill III
gregtech:machine:624, Elite Wiremill
gregtech:machine:625, Elite Wiremill II
gregtech:machine:626, Elite Wiremill III
gregtech:machine:627, Elite Wiremill IV
gregtech:machine:635, Basic Circuit Assembler
gregtech:machine:636, Advanced Circuit Assembler
gregtech:machine:637, Advanced Circuit Assembler II
gregtech:machine:638, Advanced Circuit Assembler III
gregtech:machine:639, Elite Circuit Assembler
gregtech:machine:640, Elite Circuit Assembler II
gregtech:machine:641, Elite Circuit Assembler III
gregtech:machine:642, Elite Circuit Assembler IV
gregtech:machine:665, Basic Rock Breaker
gregtech:machine:666, Advanced Rock Breaker
gregtech:machine:667, Advanced Rock Breaker II
gregtech:machine:668, Advanced Rock Breaker III
gregtech:machine:669, Elite Rock Breaker
gregtech:machine:670, Elite Rock Breaker II
gregtech:machine:671, Elite Rock Breaker III
gregtech:machine:672, Elite Rock Breaker IV
gregtech:machine:920, Basic Miner
gregtech:machine:921, Advanced Miner
gregtech:machine:922, Advanced Miner II
gregtech:machine:935, Basic Combustion Generator
gregtech:machine:936, Advanced Combustion Generator
gregtech:machine:937, Turbo Combustion Generator
gregtech:machine:950, Basic Steam Turbine
gregtech:machine:951, Advanced Steam Turbine
gregtech:machine:952, Turbo Steam Turbine
gregtech:machine:965, Basic Gas Turbine
gregtech:machine:966, Advanced Gas Turbine
gregtech:machine:967, Turbo Gas Turbine
gregtech:machine:980, Basic Item Collector
gregtech:machine:981, Advanced Item Collector
gregtech:machine:982, Advanced Item Collector II
gregtech:machine:983, Advanced Item Collector III
gregtech:machine:984, Magic Energy Absorber
gregtech:machine:985, ULV Machine Hull
gregtech:machine:986, LV Machine Hull
gregtech:machine:987, MV Machine Hull
gregtech:machine:988, HV Machine Hull
gregtech:machine:989, EV Machine Hull
gregtech:machine:990, IV Machine Hull
gregtech:machine:991, LuV Machine Hull
gregtech:machine:992, ZPM Machine Hull
gregtech:machine:993, UV Machine Hull
gregtech:machine:994, UHV Machine Hull
gregtech:machine:1000, Primitive Blast Furnace
gregtech:machine:1001, Electric Blast Furnace
gregtech:machine:1002, Vacuum Freezer
gregtech:machine:1003, Implosion Compressor
gregtech:machine:1004, Pyrolyse Oven
gregtech:machine:1005, Distillation Tower
gregtech:machine:1006, Multi Smelter
gregtech:machine:1007, Large Combustion Engine
gregtech:machine:1008, Extreme Combustion Engine
gregtech:machine:1009, Oil Cracking Unit
gregtech:machine:1010, Large Steam Turbine
gregtech:machine:1011, Large Gas Turbine
gregtech:machine:1012, Large Plasma Turbine
gregtech:machine:1013, Large Bronze Boiler
gregtech:machine:1014, Large Steel Boiler
gregtech:machine:1015, Large Titanium Boiler
gregtech:machine:1016, Large Tungstensteel Boiler
gregtech:machine:1017, Coke Oven
gregtech:machine:1018, Coke Oven Hatch
gregtech:machine:1019, Assembly Line
gregtech:machine:1020, Fusion Reactor Computer Mark 1
gregtech:machine:1021, Fusion Reactor Computer Mark 2
gregtech:machine:1022, Fusion Reactor Computer Mark 3
gregtech:machine:1023, Large Chemical Reactor
gregtech:machine:1024, Steam Oven
gregtech:machine:1025, Steam Grinder
gregtech:machine:1026, Basic Ore Drilling Plant
gregtech:machine:1027, Advanced Ore Drilling Plant
gregtech:machine:1028, Advanced Ore Drilling Plant II
gregtech:machine:1029, Central Monitor
gregtech:machine:1030, Processing Array
gregtech:machine:1031, Advanced Processing Array
gregtech:machine:1032, Basic Fluid Drilling Rig
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, Quadruple Input Hatch
gregtech:machine:1191, Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, Quadruple Output Hatch
gregtech:machine:1206, Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, ZPM Voltage Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1285, Ultra Low Voltage Adjustable Transformer
gregtech:machine:1286, Low Voltage Adjustable Transformer
gregtech:machine:1287, Medium Voltage Adjustable Transformer
gregtech:machine:1288, High Voltage Adjustable Transformer
gregtech:machine:1289, Extreme Voltage Adjustable Transformer
gregtech:machine:1290, Insane Voltage Adjustable Transformer
gregtech:machine:1291, Ludicrous Voltage Adjustable Transformer
gregtech:machine:1292, ZPM Voltage Adjustable Transformer
gregtech:machine:1293, Ultimate Voltage Adjustable Transformer
gregtech:machine:1300, Ultra Low Voltage Diode
gregtech:machine:1301, Low Voltage Diode
gregtech:machine:1302, Medium Voltage Diode
gregtech:machine:1303, High Voltage Diode
gregtech:machine:1304, Extreme Voltage Diode
gregtech:machine:1305, Insane Voltage Diode
gregtech:machine:1306, Ludicrous Voltage Diode
gregtech:machine:1307, ZPM Voltage Diode
gregtech:machine:1308, Ultimate Voltage Diode
gregtech:machine:1309, UHV Voltage Diode
gregtech:machine:1315, Ultra Low Voltage 4x Battery Buffer
gregtech:machine:1316, Low Voltage 4x Battery Buffer
gregtech:machine:1317, Medium Voltage 4x Battery Buffer
gregtech:machine:1318, High Voltage 4x Battery Buffer
gregtech:machine:1319, Extreme Voltage 4x Battery Buffer
gregtech:machine:1320, Insane Voltage 4x Battery Buffer
gregtech:machine:1321, Ludicrous Voltage 4x Battery Buffer
gregtech:machine:1322, ZPM Voltage 4x Battery Buffer
gregtech:machine:1323, Ultimate Voltage 4x Battery Buffer
gregtech:machine:1324, UHV Voltage 4x Battery Buffer
gregtech:machine:1325, Ultra Low Voltage 8x Battery Buffer
gregtech:machine:1326, Low Voltage 8x Battery Buffer
gregtech:machine:1327, Medium Voltage 8x Battery Buffer
gregtech:machine:1328, High Voltage 8x Battery Buffer
gregtech:machine:1329, Extreme Voltage 8x Battery Buffer
gregtech:machine:1330, Insane Voltage 8x Battery Buffer
gregtech:machine:1331, Ludicrous Voltage 8x Battery Buffer
gregtech:machine:1332, ZPM Voltage 8x Battery Buffer
gregtech:machine:1333, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1334, UHV Voltage 8x Battery Buffer
gregtech:machine:1335, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1336, Low Voltage 16x Battery Buffer
gregtech:machine:1337, Medium Voltage 16x Battery Buffer
gregtech:machine:1338, High Voltage 16x Battery Buffer
gregtech:machine:1339, Extreme Voltage 16x Battery Buffer
gregtech:machine:1340, Insane Voltage 16x Battery Buffer
gregtech:machine:1341, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1342, ZPM Voltage 16x Battery Buffer
gregtech:machine:1343, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1344, UHV Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, ZPM Voltage Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, UHV Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Elite World Accelerator IV
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1654, Maintenance Hatch
gregtech:machine:1655, Configurable Maintenance Hatch
gregtech:machine:1656, Automatic Maintenance Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:1670, ULV Energy Converter (1A)
gregtech:machine:1671, ULV Energy Converter (4A)
gregtech:machine:1672, ULV Energy Converter (8A)
gregtech:machine:1673, ULV Energy Converter (16A)
gregtech:machine:1674, LV Energy Converter (1A)
gregtech:machine:1675, LV Energy Converter (4A)
gregtech:machine:1676, LV Energy Converter (8A)
gregtech:machine:1677, LV Energy Converter (16A)
gregtech:machine:1678, MV Energy Converter (1A)
gregtech:machine:1679, MV Energy Converter (4A)
gregtech:machine:1680, MV Energy Converter (8A)
gregtech:machine:1681, MV Energy Converter (16A)
gregtech:machine:1682, HV Energy Converter (1A)
gregtech:machine:1683, HV Energy Converter (4A)
gregtech:machine:1684, HV Energy Converter (8A)
gregtech:machine:1685, HV Energy Converter (16A)
gregtech:machine:1686, EV Energy Converter (1A)
gregtech:machine:1687, EV Energy Converter (4A)
gregtech:machine:1688, EV Energy Converter (8A)
gregtech:machine:1689, EV Energy Converter (16A)
gregtech:machine:1690, IV Energy Converter (1A)
gregtech:machine:1691, IV Energy Converter (4A)
gregtech:machine:1692, IV Energy Converter (8A)
gregtech:machine:1693, IV Energy Converter (16A)
gregtech:machine:1694, LuV Energy Converter (1A)
gregtech:machine:1695, LuV Energy Converter (4A)
gregtech:machine:1696, LuV Energy Converter (8A)
gregtech:machine:1697, LuV Energy Converter (16A)
gregtech:machine:1698, ZPM Energy Converter (1A)
gregtech:machine:1699, ZPM Energy Converter (4A)
gregtech:machine:1700, ZPM Energy Converter (8A)
gregtech:machine:1701, ZPM Energy Converter (16A)
gregtech:machine:1702, UV Energy Converter (1A)
gregtech:machine:1703, UV Energy Converter (4A)
gregtech:machine:1704, UV Energy Converter (8A)
gregtech:machine:1705, UV Energy Converter (16A)
gregtech:machine:2000, Large Maceration Tower
gregtech:machine:2001, Alloy Blast Smelter
gregtech:machine:2002, Large Arc Smelter
